upload date,Ingredient Name,FoodCategory,vendor name,contact name,phone number,yes training and certifications,yes training and certifications comments,no training and certifications,no training and certifications comments,verified by,verified date
4/23/2014,STRWBRRY 22930109 BEV INNOV,,SPICE WORLD,ROBIN,407-854-9432,0,,1,,RGK,4/28/2014
4/23/2014,SUCRALOSE (DRY) SPLENDA,,STERILITE CORPORATION,STERILITE CORPORATION,205-520-0494,0,,1,,RGK,4/28/2014
4/23/2014,SUCRALOSE LIQ F6346FP,,"SUN MADE JUICE PRODUCTS, INC","SUN MADE JUICE PRODUCTS, INC",,0,,1,,RGK,4/28/2014
4/23/2014,SUGAR GRANULAR BEV INNOVATI,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,"SUGAR, GRANULAR",,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,SUPER FOAM QUILLAIA/YUCCA,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,SYRUP BOTL 100/120/UNIT 12/,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,SYRUP PUMP 1/4OZ,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,SYRUP PUMPS 1 OZ 12/CS,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TABLE GRIND BLACK PEPPER,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TAGS- 7UP PREMIX,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TAGS- DAD'S ROOTBEER PRE,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TAMARIND PUREE 40LB BOX,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TAMARINDO FC#33.940,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TANGERINE CONCENTRATE,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TANGERINE FLV 22980054 BEV,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TANNIC ACID,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TAURINE,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TEA BOX FOR 1.5 GAL BAG,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TEA BOX PAD,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TEA ECONOMY UNSWEET 11:1 LABEL,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TEASWEET BNB LABEL,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TENOX (LIQUID)20% SOLUTION,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TOASTED COCONUT SH FLAV,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TOMATO PASTE 37NTSS COLD BR,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TREATTAROME GINGER 9745,,Sunny Hill (Cust. Provided),Sunny Hill (Cust. Provided),,0,,1,,RGK,4/28/2014
4/23/2014,TRIPLE SEC WEBER 28-01-0566,,THE DADS ROOT BEER CO. LLC,THE DADS ROOT BEER CO. LLC,,0,,1,,RGK,4/28/2014
4/23/2014,TRU TASTE TEA 240X TREATT,,TRADEMARK COMMODITIES,Marc Drazner,847-537-2888,0,,1,,RGK,4/28/2014
4/23/2014,VANILLA FLAVOR SF-5720.1,,TRADEMARK COMMODITIES,Marc Drazner,847-537-2888,0,,1,,RGK,4/28/2014
4/23/2014,VANILLIN NF REG.,,TRADEMARK COMMODITIES,Marc Drazner,847-537-2888,0,,1,,RGK,4/28/2014
4/23/2014,VELTOL PLUS-ETHYL MALTOL,,TRAXX INTERNATIONAL,JOHN HARNER,973 882-1000,0,,1,,RGK,4/28/2014
4/23/2014,VINEGAR 200 GRAIN,,TREATT USA,Ruth Krischick,800-866-7704,0,,1,,RGK,4/28/2014
4/23/2014,VINEGAR-APPLE CIDER 80 GR,,TREATT USA,Ruth Krischick,800-866-7704,0,,1,,RGK,4/28/2014
4/23/2014,VIT BLEND 96.775 FC,,TREATT USA,Ruth Krischick,800-866-7704,0,,1,,RGK,4/28/2014
4/23/2014,VIT BLEND 96.790 FC,,"WINPAK PORTION PACKAGING, INC.","WINPAK PORTION PACKAGING, INC.",,0,,1,,RGK,4/28/2014
4/23/2014,VITAMIN A SPRAY DRIED 250 SD,,TREATT USA,Ruth Krischick,800-866-7704,0,,1,,RGK,4/28/2014
4/23/2014,VITAMIN B-12 1% TRITURATION,,TREATT USA,Ruth Krischick,800-866-7704,0,,1,,RGK,4/28/2014
4/23/2014,VITAMIN BLEND F-130406,,TREATT USA,Ruth Krischick,800-866-7704,0,,1,,RGK,4/28/2014
4/23/2014,VITAMIN BLEND F-131035,,TREATT USA,Ruth Krischick,800-866-7704,0,,1,,RGK,4/28/2014
4/23/2014,VITAMIN BLEND GLACEUA 96.08,,TREATT USA,Ruth Krischick,800-866-7704,0,,1,,RGK,4/28/2014
4/23/2014,VITAMIN D CAL-MAL,,TREATT USA,Ruth Krischick,800-866-7704,0,,1,,RGK,4/28/2014
4/23/2014,VITAMIN D CAL-MAL LEAHY,,TREATT USA,Ruth Krischick,800-866-7704,0,,1,,RGK,4/28/2014
4/23/2014,"VITAMIN D-3 500,000 I.U.",,UNGERER & COMPANY,DEBRA LABRUND,973-628-0600 X103,0,,1,,RGK,4/28/2014
4/23/2014,VITAMIN E CWS 50%,,UNGERER & COMPANY,DEBRA LABRUND,973-628-0600 X103,0,,1,,RGK,4/28/2014
4/23/2014,WATER,,UNGERER & COMPANY,DEBRA LABRUND,973-628-0600 X103,0,,1,,RGK,4/28/2014
4/23/2014,WATER,,UNGERER & COMPANY,DEBRA LABRUND,973-628-0600 X103,0,,1,,RGK,4/28/2014
4/23/2014,WATERMELON  FC #56-123,,UNGERER & COMPANY,DEBRA LABRUND,973-628-0600 X103,0,,1,,RGK,4/28/2014
4/23/2014,WATERMELON  WEB 26-94-0026,,VICTORY PACKAGING,Andy,888-216-8108,0,,1,,RGK,4/28/2014
4/23/2014,WATERMELON FLAV WEB 30-01-0,,"VIRGINIA DARE EXTRACT CO., INC","VIRGINIA DARE EXTRACT CO., INC",,0,,1,,RGK,4/28/2014
4/23/2014,WHITE BLANK  3 X 3,,"VIRGINIA DARE EXTRACT CO., INC","VIRGINIA DARE EXTRACT CO., INC",,0,,1,,RGK,4/28/2014
4/23/2014,WHITE WHIT LIQ TIT DIOX 23.230,,"VIRGINIA DARE EXTRACT CO., INC","VIRGINIA DARE EXTRACT CO., INC",,0,,1,,RGK,4/28/2014
4/23/2014,WILDBERRY 26110047C BEV INN,,VITA H2O,DAN MCGUIRE,0,0,,1,,RGK,4/28/2014
4/23/2014,XANTHAN GUM,,VITA H2O,DAN MCGUIRE,0,0,,1,,RGK,4/28/2014
4/23/2014,XPRESS CAFE UNSWEET TEA LABEL,,VITA H2O,DAN MCGUIRE,0,0,,1,,RGK,4/28/2014
4/23/2014,YELLOW #5 FD&C EXTRUDED,,VITA H2O,DAN MCGUIRE,0,0,,1,,RGK,4/28/2014
4/23/2014,YELLOW #5 SOLUTION-H&H,,VITA H2O,DAN MCGUIRE,0,0,,1,,RGK,4/28/2014
4/23/2014,YELLOW #6 FD&C EXTRUDED,,VITA H2O,DAN MCGUIRE,0,0,,1,,RGK,4/28/2014
4/23/2014,YELLOW #6 SOLUTION-H&H,,WINPAK LES EMBALLAGES HEAT,WINPAK LES EMBALLAGES HEAT,,0,,1,,RGK,4/28/2014
4/23/2014,YELLOW CAKE FLAV 26910158,,"WINPAK PORTION PACKAGING, INC.","WINPAK PORTION PACKAGING, INC.",,0,,1,,RGK,4/28/2014
